,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label
5025,Female,50,No,No,Yes,Yes,2,Q3,Yes,4,19,Offer D,Yes,38.43,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,3,No
5026,Female,23,Yes,No,Yes,No,0,Q3,Yes,6,26,Offer C,Yes,34.12,No,Yes,DSL,58,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,73.5,5,No
5027,Male,46,No,No,Yes,No,0,Q3,Yes,10,50,Offer B,Yes,38.29,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.25,4,No
5028,Female,58,No,No,Yes,No,0,Q3,Yes,8,68,Offer A,No,0.0,No,Yes,DSL,11,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.4,4,No
5029,Male,32,No,No,Yes,Yes,3,Q3,Yes,10,9,Offer E,Yes,44.37,No,Yes,Fiber Optic,57,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.1,4,No
5030,Female,23,Yes,No,Yes,Yes,2,Q3,Yes,7,51,Offer B,No,0.0,No,Yes,Cable,27,Yes,No,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,34.2,4,No
5031,Female,48,No,No,No,No,0,Q3,No,0,9,No Offer,Yes,40.73,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.75,3,No
5032,Male,26,Yes,No,No,No,0,Q3,No,0,22,Offer D,Yes,28.42,Yes,Yes,Fiber Optic,73,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.65,5,No
5033,Male,41,No,No,Yes,Yes,1,Q3,Yes,5,71,Offer A,Yes,26.38,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,3,No
5034,Male,51,No,No,Yes,Yes,3,Q3,Yes,2,26,Offer C,Yes,36.71,Yes,Yes,DSL,57,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.0,4,No
5035,Male,29,Yes,No,Yes,No,0,Q3,Yes,2,71,Offer A,Yes,40.63,Yes,Yes,DSL,69,Yes,Yes,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,65.15,3,No
5036,Male,28,Yes,No,No,No,0,Q3,No,0,4,Offer E,Yes,43.77,No,Yes,DSL,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,44.8,4,No
5037,Female,61,No,No,No,No,0,Q3,No,0,12,Offer D,Yes,14.42,Yes,Yes,Fiber Optic,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,3,No
5038,Female,23,Yes,No,Yes,No,0,Q3,Yes,8,18,Offer D,Yes,18.55,Yes,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,5,No
5039,Female,42,No,No,No,No,0,Q3,No,0,3,Offer E,Yes,1.64,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,5,No
5040,Male,44,No,No,No,No,0,Q3,No,0,13,Offer D,Yes,45.03,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,4,No
5041,Male,56,No,No,Yes,No,0,Q3,Yes,1,42,Offer B,Yes,20.65,Yes,Yes,DSL,25,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1,4,No
5042,Female,27,Yes,No,No,No,0,Q3,No,0,17,Offer D,Yes,22.26,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,4,No
5043,Female,27,Yes,No,Yes,No,0,Q3,Yes,1,68,Offer A,Yes,1.29,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,118.6,4,No
5044,Male,54,No,No,Yes,Yes,2,Q3,Yes,1,56,Offer B,Yes,37.67,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.15,4,No
5045,Female,52,No,No,Yes,Yes,3,Q3,Yes,1,38,Offer C,Yes,44.32,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,5,No
5046,Female,53,No,No,Yes,Yes,1,Q3,Yes,1,72,Offer A,Yes,36.82,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,4,No
5047,Female,44,No,No,No,No,0,Q3,No,0,48,Offer B,Yes,34.96,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.05,4,No
5048,Female,30,No,No,Yes,Yes,2,Q3,Yes,1,35,Offer C,Yes,18.29,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,3,No
5049,Male,60,No,No,Yes,No,0,Q3,Yes,1,67,Offer A,Yes,21.71,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,3,No
5050,Female,42,No,No,No,No,0,Q3,No,0,1,No Offer,No,0.0,No,Yes,DSL,24,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.9,4,No
5051,Male,56,No,No,No,No,0,Q3,No,0,53,Offer B,Yes,49.21,No,Yes,Fiber Optic,29,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,80.6,4,No
5052,Male,44,No,No,Yes,Yes,1,Q3,Yes,1,34,Offer C,Yes,44.54,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,3,No
5053,Male,49,No,No,No,No,0,Q3,No,0,19,Offer D,Yes,9.55,No,Yes,Fiber Optic,6,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.95,5,No
5054,Male,45,No,No,No,No,0,Q3,No,0,11,Offer D,Yes,17.12,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,3,No
5055,Female,41,No,No,Yes,Yes,1,Q3,Yes,1,60,Offer B,Yes,43.33,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.25,5,No
5056,Male,38,No,No,Yes,No,0,Q3,Yes,1,72,No Offer,Yes,13.72,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,3,No
5057,Male,26,Yes,No,No,No,0,Q3,No,0,39,Offer C,Yes,48.02,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,4,No
5058,Female,43,No,No,Yes,No,0,Q3,Yes,1,59,No Offer,Yes,29.6,No,Yes,Fiber Optic,12,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,81.25,3,No
5059,Male,48,No,No,Yes,Yes,2,Q3,Yes,6,2,Offer E,Yes,29.1,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.95,3,No
5060,Male,53,No,No,No,No,0,Q3,No,0,71,No Offer,Yes,6.75,Yes,Yes,Fiber Optic,15,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,86.4,5,No
5061,Female,21,Yes,No,Yes,No,0,Q3,Yes,6,24,No Offer,Yes,9.3,Yes,Yes,DSL,27,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,66.3,3,No
5062,Female,41,No,No,Yes,No,0,Q3,Yes,4,37,No Offer,Yes,42.45,Yes,Yes,DSL,23,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,72.1,3,No
5063,Male,60,No,No,No,No,0,Q3,No,0,11,Offer D,No,0.0,No,Yes,DSL,22,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,34.7,5,No
5064,Female,56,No,No,Yes,No,0,Q3,Yes,9,18,Offer D,Yes,29.6,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.95,3,No
5065,Male,22,Yes,No,Yes,Yes,2,Q3,Yes,10,50,No Offer,Yes,36.61,No,Yes,DSL,41,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.8,5,No
5066,Female,53,No,No,Yes,Yes,2,Q3,Yes,7,67,No Offer,Yes,3.3,Yes,Yes,Fiber Optic,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,3,No
5067,Female,25,Yes,No,Yes,No,0,Q3,Yes,10,25,No Offer,Yes,2.34,No,Yes,DSL,73,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.05,4,No
5068,Male,37,No,No,No,No,0,Q3,No,0,9,Offer E,Yes,24.89,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,4,No
5069,Female,52,No,No,No,Yes,5,Q3,No,0,10,Offer D,No,0.0,No,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,40.25,3,No
5070,Female,34,No,No,Yes,No,0,Q3,No,0,70,No Offer,Yes,40.91,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,4,No
5071,Male,45,No,No,No,No,0,Q3,No,0,9,Offer E,Yes,32.31,No,Yes,Cable,24,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.25,3,No
5072,Female,53,No,No,No,No,0,Q3,No,0,4,Offer E,Yes,1.3,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.15,3,No
5073,Female,42,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,36.96,No,Yes,DSL,24,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.95,3,No
5074,Male,37,No,No,No,No,0,Q3,No,0,19,Offer D,No,0.0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,4,No
5075,Male,22,Yes,No,Yes,Yes,3,Q3,No,0,7,Offer E,Yes,49.83,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.25,5,No
5076,Female,59,No,No,Yes,Yes,3,Q3,Yes,10,9,No Offer,Yes,12.55,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,5,No
5077,Female,42,No,No,No,No,0,Q3,No,0,5,No Offer,Yes,24.83,No,Yes,DSL,26,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.8,4,No
5078,Female,49,No,No,Yes,Yes,1,Q3,Yes,4,56,No Offer,Yes,12.97,No,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,88.9,5,No
5079,Female,25,Yes,No,No,Yes,2,Q3,No,0,18,Offer D,Yes,17.51,Yes,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,57.65,3,No
5080,Male,40,No,No,Yes,No,0,Q3,Yes,1,70,No Offer,Yes,39.35,Yes,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,79.15,4,No
5081,Female,19,Yes,No,No,No,0,Q3,No,0,72,No Offer,Yes,10.05,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.05,3,No
5082,Male,43,No,No,Yes,No,0,Q3,Yes,3,29,No Offer,No,0.0,No,Yes,DSL,15,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.9,4,No
5083,Male,35,No,No,Yes,No,0,Q3,Yes,4,63,No Offer,Yes,2.72,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.6,5,No
5084,Male,46,No,No,No,No,0,Q3,No,0,59,No Offer,Yes,9.7,No,Yes,DSL,6,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,61.35,3,No
5085,Female,21,Yes,No,No,No,0,Q3,No,0,3,No Offer,Yes,48.3,No,Yes,Cable,42,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,57.55,3,No
5086,Female,57,No,No,No,No,0,Q3,No,0,8,No Offer,No,0.0,No,Yes,DSL,2,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.25,3,No
5087,Female,37,No,No,No,No,0,Q3,No,0,68,No Offer,Yes,32.99,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,4,No
5088,Female,40,No,No,Yes,Yes,3,Q3,Yes,3,68,No Offer,Yes,14.11,Yes,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.75,4,No
5089,Male,29,Yes,No,Yes,Yes,1,Q3,Yes,4,72,No Offer,Yes,41.94,Yes,Yes,Fiber Optic,85,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,107.7,4,No
5090,Female,42,No,No,Yes,No,0,Q3,Yes,1,32,No Offer,Yes,45.26,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,5,No
5091,Female,44,No,No,Yes,No,0,Q3,Yes,1,72,No Offer,Yes,47.24,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,3,No
5092,Male,46,No,No,Yes,Yes,1,Q3,Yes,10,1,No Offer,Yes,11.45,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,3,No
5093,Male,29,Yes,No,Yes,Yes,3,Q3,Yes,10,42,No Offer,Yes,44.95,No,Yes,DSL,69,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,63.7,4,No
5094,Male,45,No,No,No,No,0,Q3,No,0,45,No Offer,Yes,19.39,No,Yes,DSL,16,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,3,No
5095,Female,46,No,No,Yes,Yes,2,Q3,Yes,8,43,No Offer,No,0.0,No,Yes,DSL,10,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,60.4,3,No
5096,Male,43,No,No,Yes,No,0,Q3,Yes,6,37,No Offer,Yes,9.26,Yes,Yes,DSL,28,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.25,3,No
5097,Male,46,No,No,Yes,No,0,Q3,Yes,8,63,No Offer,Yes,3.18,No,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.1,3,No
5098,Male,47,No,No,No,No,0,Q3,No,0,3,No Offer,Yes,5.39,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.7,4,No
5099,Male,59,No,No,Yes,Yes,3,Q3,Yes,5,66,No Offer,Yes,38.55,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,5,No
5100,Male,36,No,No,No,Yes,3,Q3,No,0,71,No Offer,Yes,4.89,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.35,4,No
5101,Female,43,No,No,Yes,Yes,2,Q3,Yes,4,72,No Offer,Yes,35.62,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.1,4,No
5102,Male,43,No,No,Yes,No,0,Q3,Yes,5,66,No Offer,Yes,36.55,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,96.6,3,No
5103,Male,22,Yes,No,No,No,0,Q3,No,0,51,No Offer,Yes,34.75,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,81.15,4,No
5104,Female,22,Yes,No,No,Yes,1,Q3,No,0,8,No Offer,No,0.0,No,Yes,DSL,51,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,38.5,3,No
5105,Male,47,No,No,No,No,0,Q3,No,0,14,Offer D,Yes,27.8,No,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.9,3,No
5106,Female,44,No,No,No,No,0,Q3,No,0,70,No Offer,Yes,16.93,Yes,Yes,DSL,10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,4,No
5107,Female,54,No,No,No,Yes,3,Q3,No,0,70,No Offer,Yes,16.75,Yes,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,66.0,3,No
5108,Male,40,No,No,No,No,0,Q3,No,0,24,No Offer,Yes,47.51,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,3,No
5109,Female,27,Yes,No,Yes,No,0,Q3,Yes,1,69,No Offer,Yes,2.73,No,Yes,DSL,69,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.45,5,No
5110,Male,30,No,No,Yes,Yes,1,Q3,Yes,7,42,No Offer,Yes,18.93,No,Yes,DSL,73,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.5,4,No
5111,Male,62,No,No,Yes,Yes,3,Q3,Yes,2,45,No Offer,Yes,7.48,Yes,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.75,3,No
5112,Male,55,No,No,Yes,Yes,2,Q3,Yes,6,72,No Offer,Yes,9.3,Yes,Yes,DSL,12,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.85,3,No
5113,Female,43,No,No,No,No,0,Q3,No,0,38,No Offer,Yes,43.19,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,5,No
5114,Male,46,No,No,Yes,No,0,Q3,Yes,1,72,No Offer,Yes,15.52,Yes,Yes,Cable,6,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,67.8,3,No
5115,Male,54,No,No,Yes,Yes,2,Q3,Yes,10,72,No Offer,Yes,38.84,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,4,No
5116,Male,54,No,No,Yes,No,0,Q3,Yes,1,55,No Offer,Yes,12.21,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.7,4,No
5117,Female,42,No,No,Yes,Yes,3,Q3,Yes,4,51,No Offer,No,0.0,No,Yes,DSL,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.15,5,No
5118,Male,24,Yes,No,No,No,0,Q3,No,0,63,No Offer,Yes,29.58,No,Yes,DSL,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.7,3,No
5119,Female,29,Yes,No,No,No,0,Q3,No,0,1,No Offer,Yes,45.91,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,5,No
5120,Female,24,Yes,No,Yes,Yes,3,Q3,Yes,9,23,Offer D,Yes,1.88,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.65,4,No
5121,Female,38,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,25.81,Yes,Yes,Cable,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.35,5,No
5122,Female,40,No,No,No,No,0,Q3,No,0,36,No Offer,Yes,25.95,Yes,Yes,DSL,21,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,54.45,3,No
5123,Female,39,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,12.46,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.35,4,No
5124,Female,35,No,No,No,No,0,Q3,No,0,28,No Offer,Yes,33.05,Yes,Yes,Cable,7,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,59.0,4,No
5125,Female,39,No,No,Yes,Yes,3,Q3,Yes,1,7,No Offer,Yes,18.91,No,Yes,DSL,29,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.45,3,No
5126,Female,60,No,No,No,No,0,Q3,No,0,10,Offer D,Yes,41.04,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,3,No
5127,Male,55,No,No,No,No,0,Q3,No,0,42,No Offer,Yes,38.74,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,3,No
5128,Female,42,No,No,No,No,0,Q3,No,0,7,No Offer,No,0.0,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,4,No
5129,Male,43,No,No,Yes,Yes,1,Q3,Yes,1,72,No Offer,Yes,15.94,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,3,No
5130,Male,36,No,No,No,No,0,Q3,No,0,63,No Offer,Yes,13.14,No,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.2,4,No
5131,Female,39,No,No,No,No,0,Q3,No,0,56,No Offer,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.05,3,No
5132,Female,22,Yes,No,No,Yes,1,Q3,No,0,5,No Offer,Yes,40.03,No,Yes,DSL,52,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,51.0,4,No
5133,Female,33,No,No,Yes,No,0,Q3,Yes,1,72,No Offer,Yes,46.23,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.45,4,No
5134,Male,43,No,No,Yes,Yes,2,Q3,Yes,1,67,No Offer,Yes,6.53,No,Yes,Cable,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.05,4,No
5135,Male,45,No,No,Yes,Yes,3,Q3,Yes,1,8,No Offer,Yes,30.77,No,Yes,DSL,75,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.65,3,No
5136,Male,49,No,No,Yes,Yes,1,Q3,Yes,1,52,No Offer,Yes,11.3,Yes,Yes,Fiber Optic,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.25,3,No
5137,Female,29,Yes,No,Yes,Yes,1,Q3,Yes,10,18,Offer D,Yes,35.44,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,4,No
5138,Female,40,No,No,Yes,Yes,2,Q3,No,0,59,Offer B,Yes,42.37,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,4,No
5139,Female,60,No,No,No,No,0,Q3,No,0,60,Offer B,Yes,47.07,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,3,No
5140,Male,55,No,No,No,No,0,Q3,No,0,7,No Offer,Yes,7.37,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,5,No
5141,Male,59,No,No,Yes,Yes,2,Q3,No,0,59,Offer B,No,0.0,No,Yes,DSL,19,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,34.8,4,No
5142,Male,33,No,No,No,No,0,Q3,No,0,46,Offer B,No,0.0,No,Yes,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75,4,No
5143,Male,39,No,No,No,No,0,Q3,No,0,5,Offer E,Yes,17.16,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.35,5,No
5144,Female,53,No,No,Yes,No,0,Q3,Yes,7,70,No Offer,Yes,9.28,Yes,Yes,DSL,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,84.8,4,No
5145,Female,64,No,No,No,No,0,Q3,No,0,44,Offer B,Yes,18.42,Yes,Yes,DSL,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,3,No
5146,Female,45,No,No,Yes,No,0,Q3,Yes,7,64,Offer B,Yes,1.27,Yes,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,94.6,4,No
5147,Female,25,Yes,No,Yes,Yes,3,Q3,Yes,8,58,Offer B,No,0.0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.75,3,No
5148,Female,26,Yes,No,Yes,No,0,Q3,Yes,7,72,Offer A,Yes,28.59,Yes,Yes,Fiber Optic,58,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.7,5,No
5149,Male,51,No,No,No,No,0,Q3,No,0,54,Offer B,No,0.0,No,Yes,DSL,7,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,46.2,3,No
5150,Female,42,No,No,Yes,Yes,3,Q3,Yes,5,72,Offer A,Yes,18.21,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.9,3,No
5151,Male,29,Yes,No,Yes,Yes,3,Q3,Yes,1,54,Offer B,Yes,36.09,Yes,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,63.35,3,No
5152,Female,19,Yes,No,No,No,0,Q3,No,0,14,No Offer,Yes,36.22,No,Yes,Cable,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.1,3,No
5153,Female,63,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,38.33,No,Yes,DSL,24,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.15,3,No
5154,Male,22,Yes,No,No,No,0,Q3,No,0,56,Offer B,Yes,48.32,Yes,Yes,DSL,59,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.65,3,No
